Race Starting: MINE | Material: NETHERRACK | Amount: 16
Race Starting: HUNT | Entity: SPIDER | Amount: 5
Race Starting: HUNT | Entity: ZOMBIE | Amount: 3
Race Starting: HUNT | Entity: SPIDER | Amount: 5
Race Starting: HUNT | Entity: CHICKEN | Amount: 3
Race Starting: HUNT | Entity: ZOMBIE | Amount: 5
Race Ending: HUNT | Has Winner: Yes | Winners: ItzDavidVZLA_(Time: 14.14s) | Entity: ZOMBIE | Amount: 5
Race Starting: HUNT | Entity: PIG | Amount: 5
Race Starting: HUNT | Entity: CREEPER | Amount: 5
Race Ending: HUNT | Has Winner: Yes | Winners: ItzDavidVZLA_(Time: 12.86s) | Entity: CREEPER | Amount: 5
Race Starting: HUNT | Entity: SPIDER | Amount: 5
Race Ending: HUNT | Has Winner: Yes | Winners: ItzDavidVZLA_(Time: 13.22s) | Entity: SPIDER | Amount: 5
Race Starting: MINE | Material: NETHERRACK | Amount: 32
Race Ending: MINE | Has Winner: Yes | Winners: ItzDavidVZLA_(Time: 30.67s) | Material: NETHERRACK | Amount: 32
Race Starting: MINE | Material: GRAVEL | Amount: 16
Race Starting: MINE | Material: STONE | Amount: 32
Race Starting: MINE | Material: NETHERRACK | Amount: 32
Race Ending: MINE | Has Winner: Yes | Winners: ItzDavidVZLA_(Time: 31.16s) | Material: NETHERRACK | Amount: 32
Race Starting: MINE | Material: STONE | Amount: 16
Race Starting: MINE | Material: GRASS_BLOCK | Amount: 16
Race Starting: MINE | Material: DIRT | Amount: 32
Race Starting: MINE | Material: GRASS_BLOCK | Amount: 16
Race Starting: MINE | Material: DIRT | Amount: 32
Race Starting: MINE | Material: DIRT | Amount: 16
Race Starting: MINE | Material: DIRT | Amount: 32
Race Starting: MINE | Material: SAND | Amount: 32
Race Starting: MINE | Material: GRAVEL | Amount: 16
Race Starting: MINE | Material: SAND | Amount: 16
Race Starting: MINE | Material: DIORITE | Amount: 16
Race Starting: MINE | Material: GRAVEL | Amount: 16
Race Starting: MINE | Material: GRAVEL | Amount: 16
Race Starting: MINE | Material: GRASS_BLOCK | Amount: 16
Race Starting: MINE | Material: STONE | Amount: 32
Race Starting: MINE | Material: GRASS_BLOCK | Amount: 32
Race Starting: MINE | Material: DIRT | Amount: 32
Race Starting: MINE | Material: GRASS_BLOCK | Amount: 16
Race Starting: MINE | Material: DIRT | Amount: 32
Race Starting: MINE | Material: DIORITE | Amount: 16
Race Starting: MINE | Material: NETHERRACK | Amount: 32
Race Starting: MINE | Material: NETHERRACK | Amount: 16
Race Ending: MINE | Has Winner: Yes | Winners: ItzDavidVZLA_(Time: 4.72s) | Material: NETHERRACK | Amount: 16
Race Starting: MINE | Material: STONE | Amount: 32
Race Starting: MINE | Material: GRASS_BLOCK | Amount: 32
Race Starting: FURNACE | Material: IRON_INGOT | Amount: 6
Game Starting: UNSCRAMBLE | Has Answer: true | Answer: Sword
Game Ending: UNSCRAMBLE | Has Winner: true | Winners: ItzDavidVZLA_(Time: 2.1s) | Answer: Sword
Race Starting: HUNT | Entity: SKELETON | Amount: 3
Game Starting: UNREVERSE | Has Answer: true | Answer: Shears
Game Ending: UNREVERSE | Has Winner: false | Answer: Shears
Game Starting: RANDOM | Has Answer: true | Answer: ZgPvcJs
Game Ending: RANDOM | Has Winner: false | Answer: ZgPvcJs
Game Starting: RANDOM | Has Answer: true | Answer: uOxbMYwD
Game Ending: RANDOM | Has Winner: false | Answer: uOxbMYwD
Game Starting: UNSCRAMBLE | Has Answer: true | Answer: Iron
Game Ending: UNSCRAMBLE | Has Winner: true | Winners: ItzDavidVZLA_(Time: 1.81s) | Answer: Iron
Race Starting: CRAFT | Material: FURNACE | Amount: 2
Game Starting: UNSCRAMBLE | Has Answer: true | Answer: Pig
Game Ending: UNSCRAMBLE | Has Winner: true | Winners: ItzDavidVZLA_(Time: 1.8s) | Answer: Pig
Game Starting: UNSCRAMBLE | Has Answer: true | Answer: Moss
Game Ending: UNSCRAMBLE | Has Winner: true | Winners: ItzDavidVZLA_(Time: 1.7s) | Answer: Moss
Game Starting: UNSCRAMBLE | Has Answer: true | Answer: Button
Game Starting: UNSCRAMBLE | Has Answer: true | Answer: Chest
Game Starting: UNSCRAMBLE | Has Answer: true | Answer: Feather
Game Ending: UNSCRAMBLE | Has Winner: true | Winners: ItzDavidVZLA_(Time: 3.46s) | Answer: Feather
Game Starting: UNSCRAMBLE | Has Answer: true | Answer: Torch
Game Ending: UNSCRAMBLE | Has Winner: true | Winners: ItzDavidVZLA_(Time: 4.4s) | Answer: Torch
Game Starting: UNSCRAMBLE | Has Answer: true | Answer: Shulker
Game Ending: UNSCRAMBLE | Has Winner: true | Winners: ItzDavidVZLA_(Time: 1.99s) | Answer: Shulker
Game Starting: UNSCRAMBLE | Has Answer: true | Answer: String
Game Ending: UNSCRAMBLE | Has Winner: true | Winners: ItzDavidVZLA_(Time: 2.71s) | Answer: String
Game Starting: UNSCRAMBLE | Has Answer: true | Answer: Arrow
Game Ending: UNSCRAMBLE | Has Winner: true | Winners: ItzDavidVZLA_(Time: 1.73s) | Answer: Arrow
Game Starting: UNSCRAMBLE | Has Answer: true | Answer: Creeper
Game Ending: UNSCRAMBLE | Has Winner: true | Winners: ItzDavidVZLA_(Time: 1.76s) | Answer: Creeper
Game Starting: UNSCRAMBLE | Has Answer: true | Answer: Crying Obsidian
Game Ending: UNSCRAMBLE | Has Winner: true | Winners: ItzDavidVZLA_(Time: 6.59s) | Answer: Crying Obsidian
Game Starting: UNSCRAMBLE | Has Answer: true | Answer: Shovel
Game Ending: UNSCRAMBLE | Has Winner: true | Winners: ItzDavidVZLA_(Time: 2.47s) | Answer: Shovel
Game Starting: UNSCRAMBLE | Has Answer: true | Answer: Crafting
Game Ending: UNSCRAMBLE | Has Winner: true | Winners: ItzDavidVZLA_(Time: 2.44s) | Answer: Crafting
Game Starting: UNSCRAMBLE | Has Answer: true | Answer: Gunpowder
Game Ending: UNSCRAMBLE | Has Winner: true | Winners: ItzDavidVZLA_(Time: 2.71s) | Answer: Gunpowder
Game Starting: UNSCRAMBLE | Has Answer: true | Answer: Mushroom
Game Ending: UNSCRAMBLE | Has Winner: true | Winners: ItzDavidVZLA_(Time: 2.5s) | Answer: Mushroom
Game Starting: UNSCRAMBLE | Has Answer: true | Answer: Creeper
Game Ending: UNSCRAMBLE | Has Winner: true | Winners: ItzDavidVZLA_(Time: 2.41s) | Answer: Creeper
Game Starting: UNSCRAMBLE | Has Answer: true | Answer: Trident
Game Ending: UNSCRAMBLE | Has Winner: true | Winners: ItzDavidVZLA_(Time: 13.15s) | Answer: Trident
Game Starting: UNSCRAMBLE | Has Answer: true | Answer: Glass
Game Ending: UNSCRAMBLE | Has Winner: true | Winners: ItzDavidVZLA_(Time: 7.86s) | Answer: Glass
Game Starting: UNSCRAMBLE | Has Answer: true | Answer: Leather
Game Ending: UNSCRAMBLE | Has Winner: true | Winners: ItzDavidVZLA_(Time: 3.7s) | Answer: Leather
Game Starting: UNSCRAMBLE | Has Answer: true | Answer: Potion
Game Ending: UNSCRAMBLE | Has Winner: true | Winners: ItzDavidVZLA_(Time: 4.84s) | Answer: Potion
Game Starting: UNSCRAMBLE | Has Answer: true | Answer: Salmon
Game Ending: UNSCRAMBLE | Has Winner: true | Winners: ItzDavidVZLA_(Time: 12.37s) | Answer: Salmon
Game Starting: UNSCRAMBLE | Has Answer: true | Answer: Potion
Game Ending: UNSCRAMBLE | Has Winner: true | Winners: ItzDavidVZLA_(Time: 7.57s) | Answer: Potion
Game Starting: UNSCRAMBLE | Has Answer: true | Answer: Chest
Game Ending: UNSCRAMBLE | Has Winner: true | Winners: ItzDavidVZLA_(Time: 1.8s) | Answer: Chest
Game Starting: TRIVIA | Has Answer: true | Answer: •24
Game Ending: TRIVIA | Has Winner: false | Answer: •24
Game Starting: FILLOUT | Has Answer: true | Answer: Composter
Game Ending: FILLOUT | Has Winner: true | Winners: ItzDavidVZLA_(Time: 9.32s) | Answer: Composter
Game Starting: TRIVIA | Has Answer: true | Answer: •Bedrock
Game Ending: TRIVIA | Has Winner: true | Winners: ItzDavidVZLA_(Time: 4.44s) | Answer: Bedrock
Game Starting: TRIVIA | Has Answer: true | Answer: •Wither
Game Ending: TRIVIA | Has Winner: true | Winners: ItzDavidVZLA_(Time: 5.41s) | Answer: Wither
Game Starting: TRIVIA | Has Answer: true | Answer: •Adventure•Aventura
Game Ending: TRIVIA | Has Winner: true | Winners: ItzDavidVZLA_(Time: 2.9s) | Answer: Aventura
Game Starting: TRIVIA | Has Answer: true | Answer: •Java
Game Starting: TRIVIA | Has Answer: true | Answer: •Survival•Supervivencia
Game Ending: TRIVIA | Has Winner: true | Winners: ItzDavidVZLA_(Time: 2.77s) | Answer: Survival
Game Starting: TRIVIA | Has Answer: true | Answer: •Netherite•Netherita
Game Ending: TRIVIA | Has Winner: true | Winners: ItzDavidVZLA_(Time: 2.8s) | Answer: Netherita
Game Starting: TRIVIA | Has Answer: true | Answer: •Bedrock
Game Ending: TRIVIA | Has Winner: true | Winners: ItzDavidVZLA_(Time: 2.31s) | Answer: Bedrock
Game Starting: TRIVIA | Has Answer: true | Answer: •Bedrock
Game Starting: TRIVIA | Has Answer: true | Answer: •Notch
Game Starting: TRIVIA | Has Answer: true | Answer: •Creativo•Creative
Game Starting: TRIVIA | Has Answer: true | Answer: •Spectator•Espectador
Game Starting: TRIVIA | Has Answer: true | Answer: •2011•2009
Game Starting: TRIVIA | Has Answer: true | Answer: •Wither
Game Starting: TRIVIA | Has Answer: true | Answer: •Java
Game Starting: TRIVIA | Has Answer: true | Answer: •Adventure•Aventura
Game Starting: TRIVIA | Has Answer: true | Answer: •2011•2009
Game Starting: TRIVIA | Has Answer: true | Answer: •Survival•Supervivencia
Game Starting: TRIVIA | Has Answer: true | Answer: •Wither
Game Starting: TRIVIA | Has Answer: true | Answer: •Creativo•Creative
Game Starting: TRIVIA | Has Answer: true | Answer: •Adventure•Aventura
Game Starting: TRIVIA | Has Answer: true | Answer: •Spectator•Espectador
Game Starting: TRIVIA | Has Answer: true | Answer: •Java
Game Starting: TRIVIA | Has Answer: true | Answer: •Netherite•Netherita
Game Starting: TRIVIA | Has Answer: true | Answer: •Survival•Supervivencia
Game Starting: TRIVIA | Has Answer: true | Answer: •Wither
Game Starting: TRIVIA | Has Answer: true | Answer: •2011•2009
Game Starting: TRIVIA | Has Answer: true | Answer: •Spectator•Espectador
Game Starting: TRIVIA | Has Answer: true | Answer: •Java
Game Starting: TRIVIA | Has Answer: true | Answer: •Wither
Game Starting: TRIVIA | Has Answer: true | Answer: •Wither
Game Starting: TRIVIA | Has Answer: true | Answer: •Nether Star•Estrella del Nether
Game Starting: TRIVIA | Has Answer: true | Answer: •Java
Game Starting: TRIVIA | Has Answer: true | Answer: •Bedrock
Game Ending: TRIVIA | Has Winner: true | Winners: ItzDavidVZLA_(Time: 0.91s) | Answer: Bedrock
Game Starting: RANDOM | Has Answer: true | Answer: jLKnHdv
Game Ending: RANDOM | Has Winner: false | Answer: jLKnHdv
Game Starting: VARIABLE | Has Answer: true | Answer: -79
Game Ending: VARIABLE | Has Winner: false | Answer: -79
Race Starting: PLACE | Material: TORCH | Amount: 32
Game Starting: GUESS_THE_NUMBER | Has Answer: true | Answer: 9
Game Ending: GUESS_THE_NUMBER | Has Winner: false | Answer: 9
Race Starting: EAT | Material: COOKED_CHICKEN | Amount: 2
Race Starting: CRAFT | Material: FURNACE | Amount: 8
Race Starting: PLACE | Material: DIRT | Amount: 16
Game Starting: TRIVIA | Has Answer: true | Answer: •Wither
Game Ending: TRIVIA | Has Winner: true | Winners: ItzDavidVZLA_(Time: 4.27s) | Answer: Wither
Game Starting: UNSCRAMBLE | Has Answer: true | Answer: Ender chest
Game Ending: UNSCRAMBLE | Has Winner: true | Winners: ItzDavidVZLA_(Time: 11.7s) | Answer: Ender chest
Game Starting: GUESS_THE_NUMBER | Has Answer: true | Answer: 18
Game Ending: GUESS_THE_NUMBER | Has Winner: true | Winners: ItzDavidVZLA_(Time: 17.67s) | Answer: 18
Game Starting: REACTION | Has Answer: true | Answer: Soul sand
Game Ending: REACTION | Has Winner: true | Winners: ItzDavidVZLA_(Time: 5.36s) | Answer: Soul sand
Game Starting: RANDOM | Has Answer: true | Answer: IIKKNQp
Game Ending: RANDOM | Has Winner: true | Winners: ItzDavidVZLA_(Time: 4.15s) | Answer: IIKKNQp
Game Starting: MATH | Has Answer: true | Answer: 780
Game Ending: MATH | Has Winner: true | Winners: ItzDavidVZLA_(Time: 5.04s) | Answer: 780
Game Starting: VARIABLE | Has Answer: true | Answer: -95
Game Ending: VARIABLE | Has Winner: false | Answer: -95
Game Starting: TRIVIA | Has Answer: true | Answer: •Survival•Supervivencia
Game Ending: TRIVIA | Has Winner: true | Winners: ItzDavidVZLA_(Time: 3.58s) | Answer: Survival
Game Starting: TRIVIA | Has Answer: true | Answer: •Survival•Supervivencia
Game Ending: TRIVIA | Has Winner: false | Answer: •Survival•Supervivencia
Race Starting: PLACE | Material: DIRT | Amount: 16
Race Starting: FISH | Material: SALMON | Amount: 1
Race Starting: CRAFT | Material: FURNACE | Amount: 8
Race Starting: FURNACE | Material: IRON_INGOT | Amount: 3
Race Starting: EAT | Material: BAKED_POTATO | Amount: 1
Race Starting: CRAFT | Material: CHEST | Amount: 8
Race Starting: FURNACE | Material: COOKED_BEEF | Amount: 6
Race Starting: PLACE | Material: COBBLESTONE | Amount: 32
Race Starting: MINE | Material: DIRT | Amount: 32
Race Starting: HUNT | Entity: SALMON | Amount: 5
Race Starting: CRAFT | Material: TORCH | Amount: 64
Race Starting: MINE | Material: STONE | Amount: 16
Game Starting: REACTION | Has Answer: true | Answer: Botón
Game Ending: REACTION | Has Winner: false | Answer: Botón
Race Starting: MINE | Material: GRASS_BLOCK | Amount: 32
Game Starting: RANDOM | Has Answer: true | Answer: TSfP7lJ
Game Ending: RANDOM | Has Winner: false | Answer: TSfP7lJ
Game Starting: REACTION | Has Answer: true | Answer: Soul sand
Game Ending: REACTION | Has Winner: false | Answer: Soul sand
Race Starting: HUNT | Entity: COW | Amount: 3
Game Starting: RANDOM | Has Answer: true | Answer: 95Qz8wh
Game Ending: RANDOM | Has Winner: false | Answer: 95Qz8wh
Game Starting: VARIABLE | Has Answer: true | Answer: -117
Game Ending: VARIABLE | Has Winner: false | Answer: -117
Race Starting: FURNACE | Material: GOLD_INGOT | Amount: 3
Game Starting: VARIABLE | Has Answer: true | Answer: -82
Game Ending: VARIABLE | Has Winner: false | Answer: -82
Game Starting: GUESS_THE_NUMBER | Has Answer: true | Answer: 8
Game Ending: GUESS_THE_NUMBER | Has Winner: false | Answer: 8
Race Starting: HUNT | Entity: COW | Amount: 5
Game Starting: UNSCRAMBLE | Has Answer: true | Answer: Compás
Game Ending: UNSCRAMBLE | Has Winner: false | Answer: Compás
Race Starting: CRAFT | Material: FURNACE | Amount: 2
Game Starting: HOVERABLE | Has Answer: true | Answer: Gunpowder
Game Ending: HOVERABLE | Has Winner: false | Answer: Gunpowder
Game Starting: REACTION | Has Answer: true | Answer: Grindstone
Game Ending: REACTION | Has Winner: false | Answer: Grindstone
Game Starting: HOVERABLE | Has Answer: true | Answer: Nether Wwrt
Game Ending: HOVERABLE | Has Winner: false | Answer: Nether Wwrt
Game Starting: CLICKABLE | Has Answer: true | Answer: Lq6P5lUZIJCR
Game Ending: CLICKABLE | Has Winner: false | Answer: Lq6P5lUZIJCR
Game Starting: HOVERABLE | Has Answer: true | Answer: Cuarzo
Game Ending: HOVERABLE | Has Winner: false | Answer: Cuarzo
Game Starting: REACTION | Has Answer: true | Answer: Dispensador
Game Ending: REACTION | Has Winner: false | Answer: Dispensador
Game Starting: UNREVERSE | Has Answer: true | Answer: Shulker
Game Ending: UNREVERSE | Has Winner: false | Answer: Shulker
Game Starting: HOVERABLE | Has Answer: true | Answer: Aldeano
Game Ending: HOVERABLE | Has Winner: false | Answer: Aldeano
Game Starting: HOVERABLE | Has Answer: true | Answer: Ender pearl
Game Ending: HOVERABLE | Has Winner: false | Answer: Ender pearl
Game Starting: TRIVIA | Has Answer: true | Answer: •Wither
Game Ending: TRIVIA | Has Winner: false | Answer: •Wither
Race Starting: CRAFT | Material: CHEST | Amount: 4
Game Starting: HOVERABLE | Has Answer: true | Answer: Creeper
Game Ending: HOVERABLE | Has Winner: false | Answer: Creeper
Game Starting: UNREVERSE | Has Answer: true | Answer: Reloj
Game Ending: UNREVERSE | Has Winner: false | Answer: Reloj
Race Starting: MINE | Material: DIRT | Amount: 16
Race Starting: CRAFT | Material: CHEST | Amount: 2
Game Starting: FILLOUT | Has Answer: true | Answer: Tridente
Game Ending: FILLOUT | Has Winner: false | Answer: Tridente
Game Starting: VARIABLE | Has Answer: true | Answer: -30
Game Ending: VARIABLE | Has Winner: false | Answer: -30
Game Starting: RANDOM | Has Answer: true | Answer: TrN4u2
Game Ending: RANDOM | Has Winner: false | Answer: TrN4u2
Game Starting: REACTION | Has Answer: true | Answer: Pluma
Game Ending: REACTION | Has Winner: true | Winners: ItzDavidVZLA_(Time: 10.6s) | Answer: Pluma
Race Starting: PLACE | Material: SAND | Amount: 16
Game Starting: REACTION | Has Answer: true | Answer: Enderman
Game Ending: REACTION | Has Winner: false | Answer: Enderman
Game Starting: UNREVERSE | Has Answer: true | Answer: Cuarzo
Game Ending: UNREVERSE | Has Winner: false | Answer: Cuarzo
Game Starting: REACTION | Has Answer: true | Answer: Linterna
Game Ending: REACTION | Has Winner: false | Answer: Linterna
Game Starting: UNSCRAMBLE | Has Answer: true | Answer: Obsidiana
Game Ending: UNSCRAMBLE | Has Winner: false | Answer: Obsidiana
Game Starting: REACTION | Has Answer: true | Answer: Elytra
Game Ending: REACTION | Has Winner: false | Answer: Elytra
Race Starting: FISH | Material: SALMON | Amount: 1
Game Starting: UNSCRAMBLE | Has Answer: true | Answer: Nether
Game Ending: UNSCRAMBLE | Has Winner: false | Answer: Nether
Race Starting: PLACE | Material: NETHERRACK | Amount: 16
Game Starting: MATH | Has Answer: true | Answer: 94
Game Ending: MATH | Has Winner: false | Answer: 94
Game Starting: GUESS_THE_NUMBER | Has Answer: true | Answer: 5
Game Ending: GUESS_THE_NUMBER | Has Winner: false | Answer: 5
Game Starting: MATH | Has Answer: true | Answer: 130
Game Ending: MATH | Has Winner: false | Answer: 130
Game Starting: UNSCRAMBLE | Has Answer: true | Answer: End
Game Ending: UNSCRAMBLE | Has Winner: false | Answer: End
Game Starting: TRIVIA | Has Answer: true | Answer: •Spectator•Espectador
Game Ending: TRIVIA | Has Winner: false | Answer: •Spectator•Espectador
Game Starting: UNREVERSE | Has Answer: true | Answer: Pistón
Game Ending: UNREVERSE | Has Winner: false | Answer: Pistón
Game Starting: MATH | Has Answer: true | Answer: 106
Game Ending: MATH | Has Winner: false | Answer: 106
Race Starting: HUNT | Entity: CREEPER | Amount: 3
Race Starting: MINE | Material: NETHERRACK | Amount: 32
Game Starting: REACTION | Has Answer: true | Answer: Montura
Game Ending: REACTION | Has Winner: false | Answer: Montura
Game Starting: MATH | Has Answer: true | Answer: 109
Game Ending: MATH | Has Winner: false | Answer: 109
Game Starting: GUESS_THE_NUMBER | Has Answer: true | Answer: 12
Game Ending: GUESS_THE_NUMBER | Has Winner: false | Answer: 12
Game Starting: UNREVERSE | Has Answer: true | Answer: Reloj
Game Ending: UNREVERSE | Has Winner: false | Answer: Reloj
Game Starting: TRIVIA | Has Answer: true | Answer: •Adventure•Aventura
Game Ending: TRIVIA | Has Winner: false | Answer: •Adventure•Aventura
Game Starting: FILLOUT | Has Answer: true | Answer: Cobre
Game Ending: FILLOUT | Has Winner: false | Answer: Cobre
Race Starting: HUNT | Entity: ZOMBIE | Amount: 5
Game Starting: UNREVERSE | Has Answer: true | Answer: Vaca
Game Ending: UNREVERSE | Has Winner: false | Answer: Vaca
Race Starting: MINE | Material: SAND | Amount: 32
Game Starting: TRIVIA | Has Answer: true | Answer: •Wither
Game Ending: TRIVIA | Has Winner: false | Answer: •Wither
Game Starting: GUESS_THE_NUMBER | Has Answer: true | Answer: 8
Game Ending: GUESS_THE_NUMBER | Has Winner: true | Winners: ItzDavidVZLA_(Time: 6.6s) | Answer: 8
Game Starting: TRIVIA | Has Answer: true | Answer: •Java
Game Ending: TRIVIA | Has Winner: false | Answer: •Java
Race Starting: HUNT | Entity: SKELETON | Amount: 5
Game Starting: UNREVERSE | Has Answer: true | Answer: Pico
Game Ending: UNREVERSE | Has Winner: false | Answer: Pico
Game Starting: GUESS_THE_NUMBER | Has Answer: true | Answer: 13
Game Ending: GUESS_THE_NUMBER | Has Winner: false | Answer: 13
Game Starting: FILLOUT | Has Answer: true | Answer: Glowstone
Game Ending: FILLOUT | Has Winner: true | Winners: ItzDavidVZLA_(Time: 4.41s) | Answer: Glowstone
Game Starting: MATH | Has Answer: true | Answer: 68
Game Ending: MATH | Has Winner: true | Winners: ItzDavidVZLA_(Time: 6.96s) | Answer: 68
Game Starting: GUESS_THE_NUMBER | Has Answer: true | Answer: 3
Game Ending: GUESS_THE_NUMBER | Has Winner: false | Answer: 3
Game Starting: UNSCRAMBLE | Has Answer: true | Answer: Pico
Game Ending: UNSCRAMBLE | Has Winner: false | Answer: Pico
Game Starting: TRIVIA | Has Answer: true | Answer: •2011•2009
Game Ending: TRIVIA | Has Winner: false | Answer: •2011•2009
Race Starting: HUNT | Entity: ZOMBIE | Amount: 5
Game Starting: GUESS_THE_NUMBER | Has Answer: true | Answer: 13
Game Ending: GUESS_THE_NUMBER | Has Winner: false | Answer: 13
Game Starting: GUESS_THE_NUMBER | Has Answer: true | Answer: 9
Game Ending: GUESS_THE_NUMBER | Has Winner: false | Answer: 9
Race Starting: CRAFT | Material: TORCH | Amount: 48
Race Starting: MINE | Material: GRAVEL | Amount: 16
Race Starting: FISH | Material: BOWL | Amount: 1
Game Starting: FILLOUT | Has Answer: true | Answer: Esqueleto
Game Ending: FILLOUT | Has Winner: false | Answer: Esqueleto
Game Starting: REACTION | Has Answer: true | Answer: Ender chest
Game Ending: REACTION | Has Winner: false | Answer: Ender chest
Race Starting: FURNACE | Material: COOKED_BEEF | Amount: 6
Race Starting: CRAFT | Material: CRAFTING_TABLE | Amount: 12
Game Starting: TRIVIA | Has Answer: true | Answer: •Bedrock
Game Ending: TRIVIA | Has Winner: false | Answer: •Bedrock
Race Starting: FISH | Material: BOWL | Amount: 1
Race Starting: MINE | Material: NETHERRACK | Amount: 32
Game Starting: TRIVIA | Has Answer: true | Answer: •2011•2009
Game Ending: TRIVIA | Has Winner: false | Answer: •2011•2009
Game Starting: UNSCRAMBLE | Has Answer: true | Answer: Redstone
Game Ending: UNSCRAMBLE | Has Winner: false | Answer: Redstone
Game Starting: MATH | Has Answer: true | Answer: 52
Game Ending: MATH | Has Winner: false | Answer: 52
Race Starting: HUNT | Entity: CREEPER | Amount: 3
Race Starting: CRAFT | Material: CRAFTING_TABLE | Amount: 12
Game Starting: MATH | Has Answer: true | Answer: 128
Game Ending: MATH | Has Winner: false | Answer: 128
Game Starting: FILLOUT | Has Answer: true | Answer: Beacon
Game Ending: FILLOUT | Has Winner: false | Answer: Beacon
Game Starting: UNREVERSE | Has Answer: true | Answer: Amatista
Game Ending: UNREVERSE | Has Winner: false | Answer: Amatista
Race Starting: FISH | Material: PUFFERFISH | Amount: 3
Race Starting: MINE | Material: DIORITE | Amount: 32
Game Starting: REACTION | Has Answer: true | Answer: Caldero
Game Ending: REACTION | Has Winner: false | Answer: Caldero
Game Starting: GUESS_THE_NUMBER | Has Answer: true | Answer: 3
Game Ending: GUESS_THE_NUMBER | Has Winner: false | Answer: 3
Game Starting: GUESS_THE_NUMBER | Has Answer: true | Answer: 5
Game Ending: GUESS_THE_NUMBER | Has Winner: true | Winners: ItzDavidVZLA_(Time: 4.63s) | Answer: 5
Game Starting: UNREVERSE | Has Answer: true | Answer: Reloj
Game Ending: UNREVERSE | Has Winner: false | Answer: Reloj
Game Starting: UNSCRAMBLE | Has Answer: true | Answer: Gunpowder
Game Ending: UNSCRAMBLE | Has Winner: false | Answer: Gunpowder
Game Starting: UNREVERSE | Has Answer: true | Answer: Caballo
Game Ending: UNREVERSE | Has Winner: false | Answer: Caballo
Game Starting: UNREVERSE | Has Answer: true | Answer: Conejo
Game Ending: UNREVERSE | Has Winner: true | Winners: ItzDavidVZLA_(Time: 5.16s) | Answer: Conejo
Game Starting: FILLOUT | Has Answer: true | Answer: Composter
Game Ending: FILLOUT | Has Winner: false | Answer: Composter
Game Starting: UNREVERSE | Has Answer: true | Answer: Carbón
Game Ending: UNREVERSE | Has Winner: false | Answer: Carbón
Game Starting: FILLOUT | Has Answer: true | Answer: Vara de blaze
Game Ending: FILLOUT | Has Winner: false | Answer: Vara de blaze
Race Starting: FURNACE | Material: GOLD_INGOT | Amount: 6
Game Starting: REACTION | Has Answer: true | Answer: Obsidiana
Game Ending: REACTION | Has Winner: false | Answer: Obsidiana
Game Starting: MATH | Has Answer: true | Answer: 149
Game Ending: MATH | Has Winner: false | Answer: 149
Game Starting: TRIVIA | Has Answer: true | Answer: •Spectator•Espectador
Game Ending: TRIVIA | Has Winner: false | Answer: •Spectator•Espectador
Game Starting: FILLOUT | Has Answer: true | Answer: Oveja
Game Ending: FILLOUT | Has Winner: false | Answer: Oveja
Game Starting: GUESS_THE_NUMBER | Has Answer: true | Answer: 10
Game Ending: GUESS_THE_NUMBER | Has Winner: false | Answer: 10
Race Starting: CRAFT | Material: FURNACE | Amount: 8
Game Starting: TRIVIA | Has Answer: true | Answer: •Spectator•Espectador
Game Ending: TRIVIA | Has Winner: false | Answer: •Spectator•Espectador
Game Starting: GUESS_THE_NUMBER | Has Answer: true | Answer: 6
Game Ending: GUESS_THE_NUMBER | Has Winner: false | Answer: 6
Game Starting: UNREVERSE | Has Answer: true | Answer: Dropper
Game Ending: UNREVERSE | Has Winner: false | Answer: Dropper
Game Starting: MATH | Has Answer: true | Answer: 87
Game Ending: MATH | Has Winner: false | Answer: 87
Race Starting: MINE | Material: DIRT | Amount: 32
Race Starting: CRAFT | Material: FURNACE | Amount: 2
Game Starting: REACTION | Has Answer: true | Answer: Hilo
Game Ending: REACTION | Has Winner: false | Answer: Hilo
Game Starting: FILLOUT | Has Answer: true | Answer: Gunpowder
Game Ending: FILLOUT | Has Winner: false | Answer: Gunpowder
Race Starting: FISH | Material: SALMON | Amount: 1
Race Starting: CRAFT | Material: FURNACE | Amount: 8
Race Starting: FISH | Material: BOWL | Amount: 1
Game Starting: MATH | Has Answer: true | Answer: 15
Game Ending: MATH | Has Winner: false | Answer: 15
Game Starting: UNREVERSE | Has Answer: true | Answer: Ancient debris
Game Ending: UNREVERSE | Has Winner: false | Answer: Ancient debris
Race Starting: HUNT | Entity: CHICKEN | Amount: 5
Game Starting: GUESS_THE_NUMBER | Has Answer: true | Answer: 10
Game Ending: GUESS_THE_NUMBER | Has Winner: false | Answer: 10
Race Starting: FISH | Material: BOWL | Amount: 1
Race Starting: FURNACE | Material: GOLD_INGOT | Amount: 9
Race Starting: MINE | Material: GRAVEL | Amount: 32
Game Starting: GUESS_THE_NUMBER | Has Answer: true | Answer: 5
Game Ending: GUESS_THE_NUMBER | Has Winner: false | Answer: 5
Game Starting: REACTION | Has Answer: true | Answer: Aldeano
Game Ending: REACTION | Has Winner: false | Answer: Aldeano
Game Starting: UNREVERSE | Has Answer: true | Answer: Glowstone
Game Ending: UNREVERSE | Has Winner: false | Answer: Glowstone
Game Starting: FILLOUT | Has Answer: true | Answer: Vidrio
Game Ending: FILLOUT | Has Winner: false | Answer: Vidrio
Game Starting: FILLOUT | Has Answer: true | Answer: Hopper
Game Ending: FILLOUT | Has Winner: false | Answer: Hopper
